CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z303,Extraçăo menstrual,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z304,Supervisăo do uso de medicamentos anticoncepcionais,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z305,Supervisăo de dispositivo anticoncepcional (intra-uterino),Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z308,Outro procedimento anticoncepcional,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z309,Procedimento anticoncepcional năo especificado,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z31,Medidas de procriaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z310,Tuboplastia ou vasoplastia após esterilizaçăo prévia,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z311,Inseminaçăo artificial,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z312,Fecundaçăo in vitro,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z313,Outros métodos assistidos de fertilizaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z314,Investigaçăo e testes com relaçăo ŕ procriaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z315,Aconselhamento genético,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z316,Aconselhamento geral sobre a procriaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z318,Outra medida especificada de procriaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z319,Medida procriativa năo especificada,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z32,Exame ou teste de gravidez,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z320,Gravidez (ainda) năo confirmada,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z321,Gravidez confirmada,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z33,Gravidez como achado casual,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z34,Supervisăo de gravidez normal,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z340,Supervisăo de primeira gravidez normal,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z348,Supervisăo de outra gravidez normal,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z349,"Supervisăo de gravidez normal, năo especificada",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z35,Supervisăo de gravidez de alto risco,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z350,Supervisăo de gravidez com história de esterilidade,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z351,Supervisăo de gravidez com história de aborto,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z352,Supervisăo de gravidez com outros antecedentes de procriaçăo problemática,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z353,Supervisăo de gravidez com história de assistęncia pré-natal insuficiente,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z354,Supervisăo de gravidez com grande multiparidade,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z355,Supervisăo de primigesta idosa,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z356,Supervisăo de primigesta muito jovem,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z357,Supervisăo de gravidez de alto risco devido a problemas sociais,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z358,Supervisăo de outras gravidezes de alto risco,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z359,Supervisăo năo especificada de gravidez de alto risco,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z36,Rastreamento (screening) pré-natal,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z360,Rastreamento de anomalias cromossômicas,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z361,Rastreamento pré-natal de taxa elevada de alfa-fetoproteínas,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z362,Outros rastreamentos pré-natais por amniocentese,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z363,Rastreamento pré-natal de malformaçőes por ultrassom e outros meios físicos,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z364,Rastreamento pré-natal do retardo de crescimento do feto por ultrassom e outros métodos físicos,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z365,Rastreamento pré-natal de isoimunizaçăo,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z368,Outros rastreamentos pré-natais,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z369,Rastreamento pré-natal năo especificado,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z37,Resultado do parto,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z370,"Nascimento único, nativivo [nado-vivo]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z371,"Nascimento único, natimorto [feto-morto]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z372,"Nascimento gemelar, gęmeos (ambos) nativivos [nado-vivos]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z373,"Nascimento gemelar, um dos gęmeos, nativivo [nado-vivo], o outro, natimorto [feto-morto]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z374,"Nascimento gemelar, gęmeos natimortos [feto-mortos]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z375,"Outros nascimentos múltiplos, todos nativivos [nado-vivos]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z376,"Outros nascimentos múltiplos, alguns nativivos [nado-vivos]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z377,"Outros nascimentos múltiplos, todos natimortos [feto-mortos]",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z379,Nascimento năo especificado,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z38,Nascidos vivos segundo o local de nascimento,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z380,"Criança única, nascida em hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z381,"Criança única, nascida fora do hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z382,"Criança única, năo especificado quanto ao local de nascimento",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z383,"Gęmeos (duplos), nascidos em hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z384,"Gęmeos (duplos), nascidos fora de hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z385,"Gęmeos, năo especificados quanto ao local de nascimento",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z386,"Outros nascimentos múltiplos, em hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z387,"Outros nascimentos múltiplos, fora de hospital",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z388,"Outros nascimentos múltiplos, năo especificados quanto ao local de nascimento",Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z39,Assistęncia e exame pós-natal,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z390,Assistęncia e exame imediatamente após o parto,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z391,Assistęncia e exame da măe nutriz,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z392,Seguimento pós-parto de rotina,Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z40,Cirurgia profilática,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z400,Cirurgia profilática para fatores de risco relacionados com neoplasias malignas,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z408,Outra cirurgia profilática,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z409,Cirurgia profilática năo especificada,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z41,Procedimentos para outros propositos exceto cuidados de saúde,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z410,Transplante de cabelo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z411,Outras intervençőes de cirurgia plástica por razőes estéticas,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z412,Circuncisăo ritual e de rotina,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z413,Perfuraçăo do lobo da orelha,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z418,Outros procedimentos para outros propósitos exceto cuidados de saúde,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z419,Procedimentos năo especificado para outros propósitos exceto cuidados de saúde,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z42,Seguimento envolvendo cirurgia plastica,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z420,Seguimento envolvendo cirurgia plástica da cabeça e do pescoço,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z421,Seguimento envolvendo cirurgia plástica de mama,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z422,Seguimento envolvendo cirurgia plástica de outras partes do tronco,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z423,Seguimento envolvendo cirurgia plástica das extremidades superiores,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z424,Seguimento envolvendo cirurgia plástica das extremidades inferiores,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z428,Seguimento envolvendo cirurgia plástica de outras partes do corpo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z429,Seguimento envolvendo cirurgia plástica năo especificada,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z43,Atençăo a orificios artificiais,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z430,Cuidados ŕ traqueostomia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z431,Cuidados ŕ gastrostomia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z432,Cuidados ŕ ileostomia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z433,Cuidados ŕ colostomia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z434,Cuidados a outros orifícios artificiais do tubo digestivo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z435,Cuidados ŕ cistostomia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z436,Cuidados a outros orifícios artificiais das vias urinárias,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z437,Cuidados ŕ vagina artificial,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z438,Cuidados a outros orifícios artificiais,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z439,Cuidados a orifício artificial năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z44,Colocaçăo e ajustamento de aparelhos de protese externa,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z440,Colocaçăo e ajustamento de braço artificial (parcial) (total),Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z441,Colocaçăo e ajustamento de perna artificial (parcial) (total),Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z442,Colocaçăo e ajustamento de olho artificial,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z443,Colocaçăo e ajustamento de prótese externa de mama,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z448,Colocaçăo e ajustamento de outros aparelhos de prótese externa,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z449,Colocaçăo e ajustamento de aparelho de prótese externa năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z45,Ajustamento e manűseio de dispositivo implantado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z450,Ajustamento e manuseio de marca-passo cardíaco,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z451,Ajustamento e manuseio de bomba de infusăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z452,Ajustamento e manuseio de dispositivo de acesso vascular,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z453,Ajustamento e manuseio de dispositivo implantado de audiçăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z458,Ajustamento e manuseio de outros dispositivos implantados,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z459,Ajustamento e manuseio de dispositivo implantado năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z46,Colocaçăo e ajustamento de outros aparelhos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z460,Colocaçăo e ajustamento de óculos e lentes de contato,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z461,Colocaçăo e ajustamento de aparelho auditivo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z462,Colocaçăo e ajustamento de outros aparelhos relacionados com o sistema nervoso e órgăos dos sentidos,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z463,Colocaçăo e ajustamento de dispositivo de prótese dentária,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z464,Colocaçăo e ajustamento de aparelho ortodôntico,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z465,Colocaçăo e ajustamento de ileostomia e de outros dispositivos intestinais,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z466,Colocaçăo e ajustamento de prótese urinária,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z467,Colocaçăo e ajustamento de aparelho ortopédico,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z468,Colocaçăo e ajustamento de outros aparelhos especificados,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z469,Colocaçăo e ajustamento de aparelho năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z47,Outros cuidados de seguimento ortopédico,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z470,Seguimento envolvendo remoçăo de placa de fratura e outros dispositivos de fixaçăo interna,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z478,Outros seguimentos ortopédicos especificados,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z479,Seguimento ortopédico năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z48,Outro seguimento cirurgico,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z480,Cuidados a curativos e suturas cirúrgicas,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z488,Outro seguimento cirúrgico especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z489,Seguimento cirúrgico năo especificado,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z49,Cuidados envolvendo dialise,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z490,Cuidado preparatório para diálise,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z491,Diálise extracorpórea,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z492,Outras diálises,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z50,Cuidados envolvendo o uso de procedimentos de reabilitaçăo,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z500,Reabilitaçăo cardíaca,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z501,Outra fisioterapia,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z502,Reabilitaçăo de alcoólatra,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z503,Reabilitaçăo de toxicodependentes,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z504,"Psicoterapia, năo classificada em outra parte",Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z505,Reabilitaçăo da linguagem,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
Capítulo XXI - Fatores que influenciam o estado de saúde e o contato com os serviços de saúde,Z506,Treinamento ortóptico,Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
