CHAVE;DS_REGRA
601130022;TOXINA BOTULINICA TIPO A (H) 500 UI INJETAVEL (POR FRASCO-AMPOLA)
601140010;ACITRETINA 10 MG (POR CAPSULA)
601140028;ACITRETINA 25 MG (POR CAPSULA)
601140036;ISOTRETINOINA 10 MG (POR CAPSULA)
601140044;ISOTRETINOINA 20 MG (POR CAPSULA)
601150015;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE
601150023;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINO-ACIDOS ISENTA DE
601160010;FILGRASTIM (I) 300 MCG INJETAVEL (POR FRASCO)
601160029;LENOGRASTIM (I) 33,6 MUI INJETAVEL (POR FRASCO)
601160037;MOLGRAMOSTIM (I) 300 MCG INJETAVEL (POR FRASCO)
601170016;CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML)
601170024;CODEINA 30 MG (POR COMPRIMIDO)
601170032;CODEINA 30 MG/ML (POR AMPOLA DE 2 ML)
601170040;CODEINA 60 MG (POR COMPRIMIDO)
601170059;METADONA 10 MG (POR COMPRIMIDO)
601170067;METADONA 10 MG/ML INJETAVEL (POR AMPOLA DE 1 ML)
601170075;METADONA 5 MG (POR COMPRIMIDO)
601170083;MORFINA DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA)
601170091;MORFINA DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA)
601170105;MORFINA 10 MG (POR COMPRIMIDO)
601170113;MORFINA 10 MG/ML (POR AMPOLA DE 1 ML)
601170121;MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML)
601170130;MORFINA 30 MG (POR COMPRIMIDO)
601170148;MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA)
601180011;ATORVASTATINA (J) 10 MG (POR COMPRIMIDO)
601180020;ATORVASTATINA (J) 20 MG (POR COMPRIMIDO)
601180038;BEZAFIBRATO (K) 200 MG (POR DRAGEA)
601180046;BEZAFIBRATO (K) 400 MG (POR DRAGEA)
601180054;CIPROFIBRATO (K) 100 MG (POR COMPRIMIDO)
601180062;ETOFIBRATO (K) 500 MG (POR CAPSULA)
601180070;FENOFIBRATO (K) 200 MG (POR CAPSULA)
601180089;FENOFIBRATO (K) 250 MG LIBERACAO RETARDADA (POR CAPSULA)
601180097;FLUVASTATINA (J) 20 MG (POR CAPSULA)
601180100;FLUVASTATINA (J) 40 MG (POR CAPSULA)
601180119;GENFIBROZILA (K) 600 MG (POR CAPSULA OU COMPRIMIDO)
601180127;GENFIBROZILA (K) 900 MG (POR COMPRIMIDO)
601180135;LOVASTATINA (J) 10 MG (POR COMPRIMIDO)
601180143;LOVASTATINA (J) 20 MG (POR COMPRIMIDO)
601180151;LOVASTATINA (J) 40 MG (POR COMPRIMIDO)
601180160;PRAVASTATINA (J) 10 MG (POR COMPRIMIDO)
601180178;PRAVASTATINA (J) 20MG (POR COMPRIMIDO)
601180186;PRAVASTATINA (J) 40 MG (POR COMPRIMIDO)
601180194;SINVASTATINA (J) 10 MG (POR COMPRIMIDO)
601180208;SINVASTATINA (J) 20 MG (POR COMPRIMIDO)
601180216;SINVASTATINA (J) 40 MG (POR COMPRIMIDO)
601180224;SINVASTATINA (J) 5 MG (POR COMPRIMIDO)
601180232;SINVASTATINA (J) 80 MG (POR COMPRIMIDO)
601190017;ALFAINTERFERONA 2B 10.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
601190025;ALFAINTERFERONA 2B 3.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
601190033;ALFAINTERFERONA 2B 5.000.000 UI INJETAVEL (POR FRASCO-AMPOLA)
601190041;ALFAPEGINTERFERON 2B 80MCG POR FRASCO AMPOLA
601190050;ALFAPEGINTERFERON 2A 180MCG POR SERINGA PREENCHIDA
601190068;BETAINTERFERONA (L) 1A 12.000.000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA)
601190076;BETAINTERFERONA (L) 1A 6.000.000 UI (22 MCG) INJETAVEL (POR SERINGA PREENCHIDA)
601190084;BETAINTERFERONA (L) 1A 6.000.000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)
601190092;BETAINTERFERONA (L) 1B 9.600.000 UI (300MCG) INJETAVEL (POR FRASCO-AMPOLA)
601190106;GLATIRAMER 20 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA)
601190114;ALFAPEGINTERFERON 2B 100MCG POR FRASCO-AMPOLA
601190122;ALFAPEGINTERFERON 2B 120MCG POR FRASCO-AMPOLA
601200012;AZATIOPRINA 50 MG (POR COMPRIMIDO)
601200020;CICLOSPORINA 10 MG (POR CAPSULA)
601200039;CICLOSPORINA 100 MG (POR CAPSULA)
601200047;CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML)
601200055;CICLOSPORINA 25 MG (POR CAPSULA)
601200063;CICLOSPORINA 50 MG (POR CAPSULA)
601200071;LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
601200080;METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML)
601200098;METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML)
601200101;MICOFENOLATO DE MOFETILA (M) 500 MG (POR COMPRIMIDO)
601200110;MICOFENOLATO DE SODIO (M) 180 MG (POR COMPRIMIDO)
601200128;MICOFENOLATO DE SODIO (M) 360 MG (POR COMPRIMIDO)
601200136;SIROLIMO 1 MG (POR DRAGEA)
601200144;SIROLIMO 1MG/ML SOLUCAO ORAL (POR FRASCO DE 60ML)
601200152;SIROLIMO 2 MG (POR DRAGEA)
601200160;TACROLIMO 1 MG (POR CAPSULA)
601200179;TACROLIMO 5 MG (POR CAPSULA)
601200187;CICLOFOSFAMIDA 50 MG (POR DRAGEA)
601200195;EVEROLIMO 0,5 MG (POR COMPRIMIDO)
601200209;EVEROLIMO 1 MG (POR COMPRIMIDO)
601210018;IMUNOGLOBULINA ANTI-HEPATITE B 100 UI INJETAVEL (POR FRASCO)
601210026;IMUNOGLOBULINA ANTI-HEPATITE B 1000 UI INJETAVEL (POR FRASCO)
601210034;IMUNOGLOBULINA ANTI-HEPATITE B 500 UI INJETAVEL (POR FRASCO)
601210042;IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)
601210050;IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)
601210069;IMUNOGLOBULINA HUMANA 2,5 G INJETAVEL (POR FRASCO)
601210077;IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)
601210085;IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)
601210093;IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)
601220013;DONEPEZILA (N) 10MG (POR COMPRIMIDO)
601220021;DONEPEZILA (N) 5 MG (POR COMPRIMIDO)
601220030;RIVASTIGMINA (N) 1,5 MG (POR CAPSULA)
601220048;RIVASTIGMINA (N) 2,0 MG/ML SOLUCAO ORAL (POR FRASCO DE 120ML)
601220056;RIVASTIGMINA (N) 3 MG (POR CAPSULA)
601220064;RIVASTIGMINA (N) 4,5 MG (POR CAPSULA)
601220072;RIVASTIGMINA (N) 6 MG (POR CAPSULA)
601220080;GALANTAMINA (N) 8 MG (POR CAPSULA)
601220099;GALANTAMINA (N) 16 MG (POR CÁPSULA)
601220102;GALANTAMINA (N) 24MG (POR CÁPSULA)
601230019;ALFADORNASE 2,5 MG (POR AMPOLA)
601240014;DEFERIPRONA 500 MG (POR COMPRIMIDO)
601240022;DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO- AMPOLA)
601240030;DEFERASIROX 125 MG (POR COMPRIMIDO)
601240049;DEFERASIROX 250 MG (POR COMPRIMIDO)
601240057;DEFERASIROX 500 MG (POR COMPRIMIDO)
601250010;PENICILAMINA 250 MG (POR CAPSULA)
601250028;SEVELAMER 400 MG (POR COMPRIMIDO)
601250036;SEVELAMER 800 MG (POR COMPRIMIDO)
601260015;DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML)
601270010;GOSSERELINA (O) 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)
601270029;GOSSERRELINA (P) 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)
601270037;LEUPRORRELINA (O) 3,75 MG INJETAVEL ( POR FRASCO AMPOLA)
601270045;LEUPRORRELINA (P) 11,25 MG INJETAVEL (POR SERINGA PREENCHIDA)
601270053;TRIPTORRELINA (O) 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)
601280016;CIPROTERONA 50 MG (POR COMPRIMIDO)
601280024;FLUTAMIDA 250 MG (POR COMPRIMIDO)
601290011;DANAZOL 100 MG (POR CAPSULA)
601300017;OCTREOTIDA LAR 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA)
601300025;OCTREOTIDA LAR 30 MG/ML INJETAVEL (POR FRASCO-AMPOLA)
601300033;OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)
601300041;OCTREOTIDA LAR 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA)
601310012;BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)
601310020;CABERGOLINA 0,5 MG (POR COMPRIMIDO)
601320018;SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA)
601320026;SOMATROPINA 4 UI INJETAVEL (POR FRASCO-AMPOLA)
601330013;LEVOTIROXINA 100 MCG (POR COMPRIMIDO)
601330021;LEVOTIROXINA 150 MCG (POR COMPRIMIDO)
601330030;LEVOTIROXINA 25 MCG (POR COMPRIMIDO)
601330048;LEVOTIROXINA 50 MCG (POR COMPRIMIDO)
601340019;FLUDROCORTISONA 0,1 MG (POR COMPRIMIDO)
601350014;ALENDRONATO (Q) 10 MG (POR COMPRIMIDO)
601350022;ALENDRONATO (Q) 70 MG (POR COMPRIMIDO)
601350030;ALFACALCIDOL (R) 0,25 MCG (POR CAPSULA)
601350049;ALFACALCIDOL (R) 1,0 MCG (POR CAPSULA)
601350057;CALCITONINA 100 UI INJETAVEL (POR AMPOLA)
601350065;CALCITONINA 200 UI SPRAY NASAL (POR FRASCO)
601350073;CALCITRIOL (R) 0,25 MCG (POR CAPSULA)
601350081;CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)
601350090;PAMIDRONATO (Q) 30MG INJETAVEL (POR FRASCO-AMPOLA)
601350103;PAMIDRONATO (Q) 60 MG INJETAVEL (POR FRASCO-AMPOLA)
601350111;PAMIDRONATO (Q) 90 MG INJETAVEL (POR FRASCO-AMPOLA)
601350120;RALOXIFENO 60 MG (POR COMPRIMIDO)
601350138;RISEDRONATO (Q) 35 MG (POR COMPRIMIDO)
601350146;RISEDRONATO (Q) 5 MG (POR COMPRIMIDO)
601360010;IMIGLUCERASE 200 UI INJETAVEL (POR FRASCO-AMPOLA)
601360028;PANCRELIPASE 10.000 UI (POR CAPSULA)
601360036;PANCRELIPASE 12.000 UI (POR CAPSULA)
601360044;PANCRELIPASE 18.000 UI (POR CAPSULA)
601360052;PANCRELIPASE 20.000 UI (POR CAPSULA)
601360060;PANCRELIPASE 25000 UI (POR CAPSULA)
601360079;PANCRELIPASE 4500 UI (POR CAPSULA)
602010012;ACIDO TRANEXAMICO 500 MG - POR COMPRIMIDO EM COAGULOPATIAS HEREDITARIAS
602010020;COMPLEXO PROTROMBINICO FRASCO DE 500 A 600 UI EM COAGULOPATIAS HEREDITARIAS
602010039;COMPLEXO PROTROMBINICO PARCIALMENTE ATIVADO FRASCO DE 1000 UI EM COAGULOPATIAS HEREDITARIAS
602010047;COMPLEXO PROTROMBINICO PARCIALMENTE ATIVADO FRASCO DE 500 UI EM COAGULOPATIAS HEREDITARIAS
602010055;CONCENTRADO DE FATOR IX FRASCO DE 250 UI EM COGULOPATIAS HEREDITARIAS
602010063;CONCENTRADO DE FATOR IX FRASCO DE 500 UI EM COAGULOPATIAS HEREDITARIAS
602010071;CONCENTRADO DE FATOR VII ATIVADO (RECOMBINANTE) FRASCO DE 120 KUI EM COAGULOPATIAS HEREDITARIAS
602010080;CONCENTRADO DE FATOR VII ATIVADO (RECOMBINANTE) FRASCO DE 240 KUI EM COAGULOPATIAS HEREDITARIAS
602010098;CONCENTRADO DE FATOR VII ATIVADO (RECOMBINANTE) FRASCO DE 60 KUI EM COAGULOPATIAS HEREDITARIAS
602010110;CONCENTRADO DE FATOR VIII P/ TRATAMENTO DA DOENCA VAN WILLEBRAND FRASCO DE 500 UI EM COAGULOPATIAS H
602010128;CONCENTRADO FATOR VIII DERIVADO DE PLASMA HUMANO 250 UI EM COAGULOPATIAS HEREDITARIAS
602010136;DESMOPRESSINA (DDAVP) - FRASCO AMPOLA DE 4 MCG/ML EM COAGULOPATIAS HEREDITARIAS
602010144;SELANTE DE FIBRINA FRASCO DE 0,5 ML EM COAGULOPATIAS HEREDITARIAS
602010152;SELANTE DE FIBRINA FRASCO DE 1 ML EM COAGULOPATIAS HEREDITARIAS
602010160;CONCENTRADO DE FATOR VIII - FRASCO DE 500 UI EM COAGULOPATIAS HEREDITARIAS
603010016;METILPREDNISOLONA 500 MG INJENTAVEL (POR AMPOLA)
603020011;CICLOSPORINA 50MG (POR CAPSULA)
603020020;CICLOSPORINA 100MG (POR CAPSULA)
603020038;CICLOSPORINA 100MG/ML SOLUCAO ORAL
603020046;CICLOSPORINA 25MG (POR CAPSULA)
603020054;CICLOSPORINA 50 MG INJETAVEL (POR FRASCO-AMPOLA)
603020062;IMUNOGLOBULINA EQUINA ANTITIMOCITOS HUMANOS 100 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)
603020070;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS 200 MG INJETAVEL (POR FRASCO-AMPOLA DE 10 ML)
603020089;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)
603020097;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)
603020100;MUROMONABE CD3 5 MG INJETAVEL (POR AMPOLA DE 0,5 ML)
603030017;IMUNOGLOBULINA ANTI RH (D)
603030025;IMUNOGLOBULINA G 250 MG INJETAVEL (POR FRASCO)
603030033;IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)
603030041;IMUNOGLOBULINA HUMANA 320 MG INJETAVEL(POR FRASCO)
603040012;CABERGOLINA 0,5 MG (POR COMPRIMIDO)
603050018;ABCIXIMABE
603050026;CLORIDRATO DE TIROFIBANA
603050034;ESTREPTOQUINASE 250000 UI
603050042;ALTEPLASE 10MG INJETÁVEL ( POR FRASCO AMPOLA)
603050050;ALTEPLASE 20MG INJETÁVEL (POR FRASCO AMPOLA)
603050069;ALTEPLASE 50MG INJETÁVEL (POR FRASCO AMPOLA)
603050077;TENECTEPLASE- TNK 30 MG INJETÁVEL ( POR FRASCO AMPOLA)
603050085;TENECTEPLASE - TNK 40 MG INJETÁVEL (POR FRASCO AMPOLA)
603050093;TENECTEPLASE-TNK 50 MG INJETÁVEL ( POR FRASCO AMPOLA)
603050107;CLOPIDOGREL 75MG (COMPRIMIDO)
603050115;TENECTEPLASE 40 MG INJETÁVEL (POR FRASCO AMPOLA) DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES
603050123;TENECTEPLASE 50 MG INJETÁVEL (POR FRASCO AMPOLA) DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES
603060013;SURFACTANTE FRASCO-AMPOLA
603070019;ALBUMINA HUMANA 20 POR CENTO (FRASCO-AMPOLA DE 50 ML)
603070027;CONCENTRADO DE COMPLEXO PROTROMBINICO 500UI
603070035;CONCENTRADO DE COMPLEXO PROTROMBINICO ATIVADO 250 UI
603070043;CONCENTRADO DE FATOR IX DERIVADO DE PLASMA HUMANO 500 UI
603070051;CONCENTRADO FATOR VIII - FRASCO DE 250 UI
603080014;BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA) P/ TRANSPLANTE
603080022;CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA)
603080030;CICLOSPORINA 100 MG P/ TRANSPLANTE (POR CAPSULA)
603080049;CICLOSPORINA 25 MG P/ TRANSPLANTE (POR CAPSULA)
603080057;CICLOSPORINA 50 MG P/ TRANSPLANTE (POR CAPSULA)
603080065;DACLIZUMABE 5 MG/ ML INJETAVEL P/ TRANSPLANTE (POR FRASCO DE 5 ML)
603080073;IMUNOGLOBULINA EQUINA ANTILINFOCITOS 100 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA 0,5 ML)
603080081;IMUNOGLOBULINA HIPERIMUNE ANTI-HBS - P/ TRANSPLANTE (FRASCO-AMPOLA 2 ML E 10 ML)
603080090;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL P/ TRANSPLANTE (POR FRASCO-AMPOL
603080103;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA
603080111;IMUNOGLOBULINA OBTIDA/COELHOANTITIMOCITOS HUMANOS 200 MG INJETAVEL P/ TRANSPLANTE (POR FRASCO-AMPOLA
603080120;METILPREDNISOLONA 500MG INJETAVEL P/TRANSPLANTE(POR FRASCO AMPOLA)
603080138;MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080146;MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080154;MUROMONABE CD3 5 MG INJETAVEL P/TRANSPLANTE (POR FRASCO AMPOLA DE 0,5 ML)
603080162;SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA)
603080170;SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML)
603080189;SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA)
603080197;TACROLIMO 0,5 MG P/TRANSPLANTE (FRASCO-AMPOLA)
603080200;TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA)
603080219;TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA)
603080227;MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO)
603080235;AZATIOPRINA 50 MG (POR COMPRIMIDO)
603080243;EVEROLIMO 0,5 MG PARA TRANSPLANTE (POR COMPRIMIDO)
603080251;EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO)
603080260;EVEROLIMO 0,75 MG PARA TRANSPLANTE (POR COMPRIMIDO)
603080278;EVEROLIMO 0,5 MG PARA TRANSPLANTE (POR COMPRIMIDO)
603080286;EVEROLIMO 0,75 MG PARA TRANSPLANTE (POR COMPRIMIDO)
603080294;EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO)
604010010;MESALAZINA 400 MG (POR COMPRIMIDO)
604010028;MESALAZINA 500 MG (POR COMPRIMIDO)
604010036;MESALAZINA 800 MG - POR COMPRIMIDO 
604010044;MESALAZINA 250 MG (POR SUPOSITORIO)
604010052;MESALAZINA 500 MG (POR SUPOSITORIO)
604010060;MESALAZINA 1000 MG (POR SUPOSITORIO)
604010079;MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) - POR DOSE
604010087;MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE
604010095;SULFASSALAZINA 500 MG (POR COMPRIMIDO)
604020015;DEFERASIROX 125 MG (POR COMPRIMIDO) 
604020023;DEFERASIROX 250 MG (POR COMPRIMIDO) 
604020031;DEFERASIROX 500 MG (POR COMPRIMIDO) 
604020040;DEFERIPRONA 500 MG (POR COMPRIMIDO)
604020058;DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO-AMPOLA)
604030010;BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)
604030029;BROMOCRIPTINA 5 MG (POR COMPRIMIDO OU CÁPSULA DE LIBERAÇÃO RETARDADA
604030037;CABERGOLINA 0,5 MG (POR COMPRIMIDO)
604030045;PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)
604030053;PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)
604030061;PRAMIPEXOL 1 MG (POR COMPRIMIDO)
604040016;FENOTEROL 100 MCG AEROSSOL (POR FRASCO DE 200 DOSES)
604040024;FORMOTEROL 12 MCG (POR CAPSULA INALANTE)
604040032;FORMOTEROL 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040040;FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE)
604040059;FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040067;FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040075;FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE)
604040083;SALBUTAMOL 100 MCG AEROSSOL (POR FRASCO DE 200 DOSES)
604040091;SALMETEROL 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES)
604050011;CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML)
604050020;CODEINA 30 MG/ML (POR AMPOLA DE 2 ML)
604050038;CODEINA 30 MG (POR COMPRIMIDO)
604050046;CODEINA 60 MG (POR COMPRIMIDO)
604050054;MORFINA 10 MG/ML (POR AMPOLA DE 1 ML)
604050062;MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML)
604050070;MORFINA 10 MG (POR COMPRIMIDO)
604050089;MORFINA 30 MG (POR COMPRIMIDO)
604050097;MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA)
604050100;MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA)
604050119;MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA)
604060017;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE
604060025;COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE
604070012;TRIEXIFENIDIL 5 MG (POR COMPRIMIDO)
604080018;CLOROQUINA 150 MG (POR COMPRIMIDO)
604080026;HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO)
604090013;CICLOFOSFAMIDA 50 MG (POR DRAGEA) 
604100019;DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML
604110014;GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)
604110022;GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)
604110030;LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)
604110049;LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)
604110057;TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)
604110065;TRIPTORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)
604120010;CIPROTERONA 50 MG (POR COMPRIMIDO)
604130015;DONEPEZILA 5 MG (POR COMPRIMIDO)
604130023;DONEPEZILA 10 MG (POR COMPRIMIDO)
604130031;GALANTAMINA 8 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130040;GALANTAMINA 16 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130058;GALANTAMINA 24 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130066;RIVASTIGMINA 1,5 MG (POR CAPSULA)
604130074;RIVASTIGMINA 2,0 MG/ML SOLUÇÃO ORAL (POR FRASCO DE 120 ML)
604130082;RIVASTIGMINA 3 MG (POR CAPSULA)
604130090;RIVASTIGMINA 4,5 MG (POR CAPSULA)
604130104;RIVASTIGMINA 6 MG (POR CAPSULA)
604130112;PIRIDOSTIGMINA 60 MG (POR COMPRIMIDO)
604130120;RIVASTIGMINA 9 MG ADESIVO TRANSDÉRMICO
604130139;RIVASTIGMINA 18 MG ADESIVO TRANSDÉRMICO
604140010;DANAZOL 50 MG (POR CAPSULA)
604140029;DANAZOL 100 MG (POR CAPSULA)
604140037;DANAZOL 200 MG (POR CAPSULA)
604150016;PRIMIDONA 100 MG (POR COMPRIMIDO)
604150024;PRIMIDONA 250 MG (POR COMPRIMIDO)
604160011;PAMIDRONATO 30 MG INJETAVEL (POR FRASCO-AMPOLA)
604160020;PAMIDRONATO 60 MG INJETAVEL (POR FRASCO-AMPOLA)
604160038;PAMIDRONATO 90 MG INJETAVEL (POR FRASCO-AMPOLA)
604160046;RISEDRONATO 5 MG (POR COMPRIMIDO)
604160054;RISEDRONATO 35 MG (POR COMPRIMIDO)
604170017;HIDRÓXIDO DE ALUMÍNIO 230 MG (POR COMPRIMIDO)
604170025;HIDRÓXIDO DE ALUMÍNIO 300 MG (POR COMPRIMIDO)
604170033;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 100 ML)
604170041;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 150 ML)
604170050;HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 240
604180012;CLOBAZAM 10 MG (POR COMPRIMIDO)
604180020;CLOBAZAM 20 MG (POR COMPRIMIDO)
604180039;NITRAZEPAM 5 MG (POR COMPRIMIDO)
604190018;VIGABATRINA 500 MG (POR COMPRIMIDO)
604200013;AMANTADINA 100 MG (POR COMPRIMIDO)
604210019;ZIPRASIDONA 40 MG (POR CAPSULA)
604210027;ZIPRASIDONA 80 MG (POR CAPSULA)
604220014;ETOSSUXIMIDA 50 MG/ML (FRASCO DE 120 ML)
604230010;OLANZAPINA 5 MG (POR COMPRIMIDO)
604230028;OLANZAPINA 10 MG (POR COMPRIMIDO)
604230036;QUETIAPINA 25 MG (POR COMPRIMIDO)
604230044;QUETIAPINA 100 MG (POR COMPRIMIDO)
604230052;QUETIAPINA 200 MG (POR COMPRIMIDO)
604230060;QUETIAPINA 300 MG (POR COMPRIMIDO)
604230079;CLOZAPINA 25 MG (POR COMPRIMIDO)
604230087;CLOZAPINA 100 MG (POR COMPRIMIDO)
604240015;IMIGLUCERASE 200 U INJETAVEL (POR FRASCO-AMPOLA)
604240023;ALFATALIGLICERASE 200 U INJETÁVEL (POR FRASCO AMPOLA)
604240031;IMIGLUCERASE 400 U INJETÁVEL (POR FRASCO-AMPOLA)
604240040;ALFAVELAGLICERASE 200 U INJETAVEL (POR FRASCO AMPOLA)
604240058;ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA)
604240066;LARONIDASE 0,58 MG SOLUÇÃO INJETÁVEL (FRASCO DE 5 ML)
604240074;IDURSULFASE ALFA 2 MG/ML SOLUÇÃO INJETÁVEL (FRASCO DE 3 ML)
604250010;FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA PREENCHIDA)
604250029;MOLGRAMOSTIM 300 MCG INJETAVEL (POR FRASCO)
604250037;ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO)
604250045;ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO)
604260016;SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)
